TITLE,NEIGHBORHOOD,SQUARE_METERS,NUM_OF_ROOMS,ADDRESS,DISTRICT,RENT_PRICE,RENT_PRICE_BY_SQ_METER,RENT_BY_ROOM,ENERGY_CERTIFICATE,uuid,uuid2,uuid3,uuid4
"Piso en venta en calle de Orense, 37",CUATRO CAMINOS,186,4,Calle de Orense 37,VILLAVERDE,2070,11,517,,53dc862d-1b4f-45ed-8b4c-47545abf88bd,75995098-6076-496c-a374-b7acbbe13bda,a4db0fff-5bc1-4a0c-8d99-6bb8e4b78658,83f9bec1-02e0-4b7d-805e-de4288072943
"Ático en venta en calle Nogal, 14",BERRUGUETE,82,1,Calle Nogal 14,VILLAVERDE,1146,13,1146,,ab6e12a4-2972-4622-b5b9-70b52ba3c2ed,0ce001e5-9a47-4701-9f35-ffa190594fac,aeec253f-cfbc-46f8-acd1-9cfcce6ca43e,df72c933-c59a-43ed-a2a0-fe6269784977
"Piso en venta en calle Bravo Murillo, 165",BELLAS VISTAS,49,1,Calle Bravo Murillo 165,VILLAVERDE,874,17,874,,1dc8758e-82dc-4049-82fc-0c222d0a876c,42f44c06-ffd0-4722-a318-46cbc9459dea,55856c5a-6941-4022-8018-ea8ed5f2b46e,8e308fa6-f479-4216-b1ec-80ce2d31dbd6
"Casa o chalet independiente en venta en calle Sierra Bullones, Madrid, 6",VALDEACEDERAS,398,5,Calle Sierra Bullones 6,VILLAVERDE,2213,5,442,,7d2086f6-78a3-470b-9a93-19b3b0e7e61a,96d484e9-3314-4268-a7f9-ecd377c55ca9,e8cc95f3-dfe8-426a-8242-107aa3c280c1,e08ebc72-c781-4aa0-a688-86cca532f9c0
Ático en venta en calle de la Guzmania,VALDEACEDERAS,108,3,Calle de la Guzmania,VILLAVERDE,1161,10,387,,68fedff4-3bec-441b-818c-4a8e0b70197d,63f4e991-c643-4791-b100-e07ae4bd5ec8,0fc6cec5-31cb-49c3-ac16-728c5d7e56d3,85c157b7-3be4-4e11-9f06-0228e18b9d57
Piso en venta en paseo de la Castellana,CUATRO CAMINOS,203,4,Paseo de la Castellana,VILLAVERDE,4391,21,1097,,24db2a27-e7bd-4326-8991-273f4a677ec9,73445fdc-fd31-4faa-a85f-0b4aca903c4b,15d082ca-552c-4d78-ac97-68f4ea91e2d8,166447e1-8584-4468-b4b0-1df516234563
Piso en venta en paseo de la Castellana,CUZCO-CASTILLEJOS,162,4,Paseo de la Castellana,VILLAVERDE,2384,14,596,E,c6e41753-b988-4387-a3ae-1d4b9716df63,17c0f51f-4b6d-4c33-9ed4-61d46eed540c,a59aae2a-1a59-4766-85b4-00f8b2bf0389,7d754907-a729-41bd-97d2-893a1c0d312b
Piso en venta en plaza Ángel Carbajo,CUZCO-CASTILLEJOS,67,1,Plaza Ángel Carbajo,VILLAVERDE,1067,15,1067,,9d781d08-05eb-4255-8bea-030ca205a1ba,2c9ebb9e-fde4-4f0d-8287-658d61421f51,f0e6b7fa-48ad-45f3-9a0e-eb64044872ff,22722a90-8550-418c-84eb-e4e23c522d70
Piso en venta en plaza Ángel Carbajo,CUZCO-CASTILLEJOS,70,1,Plaza Ángel Carbajo,VILLAVERDE,1094,15,1094,D,f3f9f9f8-f72a-457a-80ab-db6f6ef8dfb0,e232f3b0-74a8-44ec-8e5e-f6e1d2e59398,0932d569-403c-450d-bbfc-ec47e6aac3dd,c5657084-6b92-4a5e-b51a-4b666de25a9b
"Piso en venta en calle Dulcinea, 40",CUATRO CAMINOS,76,2,Calle Dulcinea 40,VILLAVERDE,1358,17,679,,e6a956b9-a6e8-4672-9886-e1fa77059117,8439437a-1807-46cb-9398-fc8715bd59dd,77edb6b2-7fd1-4554-9f0f-62430dcbc35e,6f1e4105-84f3-461d-88d5-55bd7fc14234
"Piso en venta en calle Dulcinea, 40",CUATRO CAMINOS,76,2,Calle Dulcinea 40,VILLAVERDE,1346,17,673,,3f9aaac8-79e0-4d5c-ae26-4a2f9080b82f,5a8d5353-dfe3-4083-80c8-fc22f429aee9,90fb9def-1265-4b63-9575-9bbfdeeeb4d2,ae608e0e-5e92-42bc-bea9-2e15602b33ed
"Piso en venta en calle Dulcinea, 40",CUATRO CAMINOS,58,1,Calle Dulcinea 40,VILLAVERDE,1275,21,1275,,7de477ea-3990-4aa8-bb2f-18c66dad0eeb,c6cc1420-f6da-4c9d-ac55-c1efdb6b16c7,0471cc20-a5be-4cbc-94b0-3fd56fda28f0,6c2987ff-2a80-4520-9843-4683daf6d387
"Piso en venta en calle de San Germán, 37",CUATRO CAMINOS,128,3,Calle de San Germán 37,VILLAVERDE,1894,14,631,,a2f7f006-1162-4903-9103-7738c2df4ba8,9205e7d6-7389-41e9-bac2-de8732086720,d26e80ef-84fd-4517-a327-f0fe259270e7,65762680-37ca-4297-9efc-10fa02fa39f1
Ático en venta en calle Aligustre,VALDEACEDERAS,117,3,Calle Aligustre,VILLAVERDE,1551,13,517,,2caa91f9-4b91-4b38-9e4f-c11bed0c1696,a4e4ae3e-d4d6-46a3-8cd0-5460c8aaf0d6,b4d1afd8-3090-4b2e-a98f-2f298bb8d536,e8c611cf-da42-4586-9a49-e8e7c8c23203
Piso en venta en calle de Fray Junípero Serra,VALDEACEDERAS,66,2,Calle de Fray Junípero Serra,VILLAVERDE,979,14,489,G,39c7fece-a765-4d4f-a28e-8900bb46d1c4,e2328de3-f4ee-4352-af04-36b486232799,8afa70c0-bb8a-4518-8769-fab139eb310a,4a57b378-0e95-4bd3-ad47-e822d2335d80
Piso en venta en calle Veza,VALDEACEDERAS,80,3,Calle Veza,VILLAVERDE,988,12,329,,e957a4c8-fc5e-461b-8a20-2f2a8be43c14,3f8eb2a1-2b55-4118-9464-ee1478f28bca,908fa5a2-53e2-48a9-a37a-7eeb0c5ff159,d03181b4-5fef-40ea-8ece-dae8d25b9cfc
"Ático en venta en calle Pando, 10",VALDEACEDERAS,169,4,Calle Pando 10,VILLAVERDE,1717,10,429,C,4e3851c7-7ad2-443f-affc-1e1bea4ef873,1cf15dcd-2099-45ef-ad6e-63aff3f4fc7f,2d3333d7-fd9f-4160-becf-996e631670ca,a7874ca1-7ddf-4f52-8239-fcef5b0faa7b
"Piso en venta en calle Pando, 10",VALDEACEDERAS,97,3,Calle Pando 10,VILLAVERDE,1200,12,400,D,261a3559-0cdc-48e7-aafa-31aa68a5eab6,7bbf6b91-184c-4481-b1a6-1a8934cafe1b,cb1745f9-3239-4efe-9cf2-4b098f974aa7,bbefaf00-eb77-4254-a618-7b254ac3f0d9
Piso en venta en calle de la Infanta Mercedes,CUZCO-CASTILLEJOS,67,1,Calle de la Infanta Mercedes,VILLAVERDE,1135,16,1135,E,db7127e7-5c57-4217-bbc3-cd0fc4ef0600,af282b05-e2b4-41b1-a95f-a93e73058b3e,6c8daa93-c49a-455c-97b7-a5fb422b8b23,c81a4833-6460-4aab-8661-7e2fb6d2fd0b
Piso en venta en paseo castellana,CUZCO-CASTILLEJOS,277,5,Paseo castellana,VILLAVERDE,1960,7,392,,e744462d-cd78-4228-9513-ee793f21a948,c987e89f-d339-4f61-b26f-5055798014fd,9b98118e-2f4b-43a7-8fbd-e0b4f4bf2fd8,60ef1d1a-a437-492a-b089-6a83dc87aaa2
Ático en venta en Cuzco-Castillejos,TETUAN,157,2,,VILLAVERDE,2479,15,1239,,a05ad625-4d99-49ef-b26f-e37d52580105,9d14eb2f-0900-48c9-981d-ec7662e1cda9,1772c0d6-4069-4dca-958a-a72a4c1393b9,2ff8ea0d-f7a5-4568-bf4b-0d7f9ba33781
Piso en venta en rosendo conde,VALDEACEDERAS,57,2,rosendo conde,VILLAVERDE,798,14,399,,4c346472-aa06-457f-9e9f-9428f7c5b44a,3e394a02-6b00-4608-b387-21094782ab11,4b5d3612-d8bb-4cad-ae08-cb2e4f1e64d5,6f74fdce-08db-4178-ac7a-75f3c11471b4
Piso en venta en calle de San Raimundo,BELLAS VISTAS,65,2,Calle de San Raimundo,VILLAVERDE,948,14,474,,d6479206-c14c-4f51-a56d-114e91106359,ee7667d7-a722-42c8-a873-cd213d6d930d,82e228b9-0f89-4287-8d09-cbfd6f5a7e1b,722b9b9c-e193-4428-829d-640eaff84441
"Piso en venta en avenida del Doctor Federico Rubio y Galí, 30",BELLAS VISTAS,180,4,Avenida del Doctor Federico Rubio y Galí 30,VILLAVERDE,1781,9,445,D,840ef0cf-ff34-4c55-854e-93711463b6a4,f0a8794d-962f-4a3b-9d32-7f02b4ad5575,de31e7f6-f080-49e3-a0f6-d36c2e326f29,678322db-93f1-4b3e-a4a3-14e4441c697c
Piso en venta en calle de Palencia,CUATRO CAMINOS,82,3,Calle de Palencia,VILLAVERDE,913,11,304,F,f7c0a50a-1ff6-4412-95a4-55aaaf4fa9a6,bb3d6ded-65d8-4138-94ac-91df99be84d7,9f13246d-b033-49fd-bd3c-3e387e305c0a,15fa8100-b2dd-459a-bb6c-23553c431999
Piso en venta en calle de Jerónima Llorente,BELLAS VISTAS,135,5,Calle de Jerónima Llorente,VILLAVERDE,1353,10,270,,a7717f03-1cb9-4d4a-a79e-111512a115cc,705ee522-fe41-4505-b0db-dd4b0188fdfb,28e379a1-8f10-498e-a354-7a991208c020,e9a8156a-b9f6-4fc5-8fa3-8d4bc7f5a89c
Piso en venta en calle Bravo Murillo,BELLAS VISTAS,59,2,Calle Bravo Murillo,VILLAVERDE,1024,17,512,,33262792-65e2-4e63-8531-5ef739bddf35,23fdd042-ab90-4e67-9e34-e25b99ff72e8,14ff0555-abe9-4303-a9e0-1bbf64367f6e,ee8ffcef-7157-4852-b173-af064823aab3
Piso en venta en calle del Doctor Santero,BELLAS VISTAS,94,3,Calle del Doctor Santero,VILLAVERDE,1393,14,464,,49cc527a-5507-4a58-bd6f-15e96a51f612,6d651d73-ccc2-4419-837c-9840884ea0ac,1bfefc1d-e2d2-46a4-a71f-e9c7448b370c,9f6c1323-2a46-4594-a987-0a7df8539dd0
Piso en venta en calle Navarra,BELLAS VISTAS,70,2,Calle Navarra,VILLAVERDE,913,13,456,,410e46c0-d2a3-4228-bfa5-e37d5dc87dab,41833502-3964-4658-918f-cf2fb06a3860,63ae5739-c8fa-497c-82be-749bd317f20a,824cf58d-82d7-4f5c-a455-6bd2975fa071
"Piso en venta en Ávila, 14",CUATRO CAMINOS,104,3,Ávila 14,VILLAVERDE,1393,13,464,,9ac66ebc-4fe9-41de-a297-0685b83893d5,3a8fc289-a168-4ad1-9b60-6d2412e8ceb2,0cc5c5f6-b127-4657-bbc1-31abd32199d0,2a664f32-9420-43fe-beba-bcd0a3bd1c7c
"Piso en venta en paseo de la Castellana, 203",VENTILLA-ALMENARA,231,5,Paseo de la Castellana 203,VILLAVERDE,2394,10,478,,1f2260d3-a64d-44a1-9231-b039630aaa6b,a51c936c-2bc2-4fe1-af08-4cd90ee60fb2,38457329-92ba-430e-944e-f5498d3d0af1,7e5f66b2-01eb-4bb8-b6ea-28ff37e105a0
"Piso en venta en paseo de la Castellana, 127",CUZCO-CASTILLEJOS,340,6,Paseo de la Castellana 127,VILLAVERDE,2017,5,336,E,975bccf0-8ba0-4ac3-9c04-06d9ee9f8c7c,51c696b2-20e3-4d4f-91e3-0b6ac9e388ee,5add3cf3-48cd-4f80-b78c-0bd1e43502a9,c5f0711b-620e-4632-a0f0-ad0af2667c87
Piso en venta en calle Carmen Montoya,VENTILLA-ALMENARA,81,3,Calle Carmen Montoya,VILLAVERDE,1044,12,348,,4bf34d00-e547-459d-b894-742c8f897784,4bf4d7d3-5aee-4901-b9c0-ad1ae40978c4,7b70c6dd-a29e-454d-aff5-e0b02bed19a0,9c2ab8fb-5338-4ba2-9290-ad6f64b2f478
Dúplex en venta en calle Agracejo,VALDEACEDERAS,50,2,Calle Agracejo,VILLAVERDE,1197,23,598,,c0bda021-fdb5-4dec-9133-9eb35d1dcaaa,bb848135-ef78-4d44-9dc4-8fbe37a541e9,2325938a-958d-44cf-8f50-1987d6a2ed0d,cafd381b-f4b0-497e-b936-31b2fe3a4fa7
Piso en venta en calle de Reina Mercedes,CUATRO CAMINOS,130,4,Calle de Reina Mercedes,VILLAVERDE,1839,14,459,C,a7c059ab-fb59-411a-b0f6-7bc0baed0aef,8c574946-b230-4f84-ba1e-d27ee1716969,a4f888cc-afb0-48b9-b393-2d3192de2b6d,3fc949f3-692d-4d16-bb1e-5ec3c874c221
Piso en venta en Cuatro Caminos,TETUAN,286,5,,VILLAVERDE,2470,8,494,,53594133-e099-49b5-be88-4ec4aee236f8,216385e6-4348-4526-b291-7f5d0e0cdbf8,73e1f1ab-772c-49b6-aafe-e168cd9c22cb,187c6fcf-bc19-4061-a964-78048ee0e0e1
Ático en venta en calle de los Voluntarios Catalanes,VALDEACEDERAS,61,1,Calle de los Voluntarios Catalanes,VILLAVERDE,1161,19,1161,,8835e03d-a98f-4e7f-93e1-7c9c0a9bb2d0,b8c72f8f-54b7-44e0-a106-a272eaced7b7,69edc4ec-99c8-4b6b-86ec-49746248d27c,001709e9-8ac2-431e-a6c0-2002f7613a20
"Piso en venta en calle Baracaldo, 13",VALDEACEDERAS,80,2,Calle Baracaldo 13,VILLAVERDE,1323,16,661,A,b32db760-9f02-4d2b-90d5-61484f9d0d0c,3a39f2fa-5856-4bbe-aae0-cb08b0aaf6d7,d6cc513b-4da2-421f-ad10-deb70b436553,1752f609-b753-42f6-a1a8-a5dad32684d9
"Piso en venta en calle Reina Mercedes, 3",CUATRO CAMINOS,118,4,Calle Reina Mercedes 3,VILLAVERDE,1777,15,444,,b25ca6de-4682-420f-91e2-08d89f72844e,caf9b1e8-ceac-4301-989b-564d2eefc4b8,5f699bef-1581-4678-80f4-9837977b700c,fadf557d-f226-468b-af3c-b055af9b7b9e
"Piso en venta en calle del Poeta Joan Maragall, 18",CUZCO-CASTILLEJOS,163,3,Calle del Poeta Joan Maragall 18,VILLAVERDE,2121,13,707,E,60b031e4-2115-4953-9c68-9eafe3eadb12,cf2e14ff-88a3-4ef8-bcfc-52289eb9c9d1,accc977d-c024-43e9-bb34-e96ad66a7d0f,3b9597ec-f7e0-4985-a9b4-f1ee8c166e94
"Piso en venta en calle de Villaamil, 78",BERRUGUETE,59,3,Calle de Villaamil 78,VILLAVERDE,917,15,305,,f63328ba-50e8-48ec-a466-e39c8e9d7e29,5630243e-3798-4d97-b26b-765226891ec8,2fe06ca6-0d54-4aac-85c4-77741ef195fa,cfac56cc-f505-4146-b3da-b6c204ea0a46
Piso en venta en glorieta de Cuatro Caminos,BELLAS VISTAS,126,4,Glorieta de Cuatro Caminos,VILLAVERDE,1496,11,374,E,c332b92d-2427-41f0-8280-339b7b9a2bcd,2eb5e767-58aa-4a70-80aa-0b21e60a7a33,ecc6feb3-382d-41e4-a197-ea5c1b14b7b4,e136e067-9f39-4254-84eb-07eeae8b2373
Ático en venta en avenida del General Perón,CUATRO CAMINOS,320,4,Avenida del General Perón,VILLAVERDE,28381,88,7095,,3e24776d-ff80-4e5e-a71b-3730ffe5a631,0fafbb13-3d72-454f-99eb-80d56d186f78,9df76100-706f-4280-ad5e-6f6a27b246b1,c4f8c0ad-98b6-47d5-9f87-cd1112935be7
Piso en venta en calle de Orense,CUATRO CAMINOS,142,2,Calle de Orense,VILLAVERDE,2333,16,1166,G,9c04e431-74b8-4eb3-baf1-c59f3c5f8abe,e14958f7-89cb-428c-b766-e8316a348f6b,7ad889dd-22da-40c2-9c8f-9cadcc1c6080,62d8a4d6-c041-4394-bb0b-c29dd44177d6
"Piso en venta en Wad Ras, 10",BELLAS VISTAS,88,2,Wad Ras 10,VILLAVERDE,1332,15,666,,b8f198d6-b50d-45df-b8f0-902366bfbf34,8e3822b1-1735-4e62-b955-2dbbd1a00e05,9fb835eb-1ec0-45a6-b720-59bbe0ec101a,7be2aabb-b482-4e02-a16e-5ddf9c1e5379
Piso en venta en calle Panizo,BERRUGUETE,74,1,Calle Panizo,VILLAVERDE,901,12,901,E,301beddb-dcc1-413a-b6ef-295f8ce2acab,9d014c0e-6fd6-49f0-80fa-291017f1d3d2,047d766f-88d1-4302-89a8-4806d16a64ba,711aba46-71d3-4c93-8821-694573a56bb8
Piso en venta en Orense,CUATRO CAMINOS,79,2,Orense,VILLAVERDE,1871,23,935,,c1fb25e4-20f4-445d-88c2-f98b58c561f6,a835ce33-d2e3-414b-9809-7c43f678541d,3b8b6611-a831-4fce-95c0-e95ff96af5c0,af246c93-870a-43e5-9d15-1a6f77e6809b
Piso en venta en calle del Cactus,VALDEACEDERAS,96,3,Calle del Cactus,VILLAVERDE,1250,13,416,,1511a3ae-26ec-4432-80d7-b008fada4510,28666065-051c-418e-a661-f1dea3dc3d15,cd82cac8-beaf-4bf5-b270-416c64972b67,b8a550d0-a8eb-4815-80e7-ad593bcf185e
Piso en venta en Cuzco-Castillejos,TETUAN,205,4,,VILLAVERDE,2165,10,541,,6ed08889-b69d-4544-97b2-8e5f7b7548ed,0bc16db8-c7af-4b5e-a74f-79ae8aa4b1da,a14b284c-f680-4523-9504-8fb6a8404279,5956af40-2ac6-4d36-bedc-cb6d0ae95e87
Piso en venta en Valdeacederas,TETUAN,36,1,,VILLAVERDE,646,17,646,G,bbe0684b-01e5-4863-b242-2e87a815564e,5355cf75-4c7d-4b8f-9347-237ae84b2553,4d988dc4-e338-4bb1-87ca-1b63c9a955cd,96356677-1d7e-4bc0-98f2-e17beaace36b
Piso en venta en Berruguete,TETUAN,55,2,,VILLAVERDE,724,13,362,,794a1fc8-bdc2-44e3-9f14-dfa39820e2a3,0db502cf-cfb5-4ef9-b3de-24b613a24653,827507c3-ddca-4f7f-bfd1-a3692ab69c37,be962961-0501-4aeb-90d0-1aa34863ccd9
Piso en venta en Ventilla-Almenara,TETUAN,59,1,,VILLAVERDE,1108,18,1108,,08d1baf3-eb3c-4a63-a405-f7687387ff8e,77d28bc3-0905-4bc2-aae9-774b4fcf64bf,9f76a977-d37f-42e5-8bf0-da0b932dec7c,e6dc5e83-c8b6-4826-8028-addc9225d7b9
Piso en venta en Berruguete,TETUAN,62,2,,VILLAVERDE,1072,17,536,,24fa252a-cc68-4bec-8736-ddde6697bf2b,76dcecfc-41ae-4b53-b9f8-5a7ce09f79de,285b7ea7-967f-4f26-a140-86d67a673c73,0615c0e3-5590-46c7-8711-83b6c7971dc0
"Piso en venta en calle de la Infanta Mercedes, 107",CUZCO-CASTILLEJOS,71,1,Calle de la Infanta Mercedes 107,VILLAVERDE,1346,18,1346,,e4560270-5e6c-4090-9a73-98db5fc42e19,0b3b99b9-016b-4abc-b9c5-8bedcc8ef67a,a5df4a89-37d1-40bd-81ed-e7674b27e0d6,7798ca70-4fec-422e-97cf-9dc288c8a619
"Dúplex en venta en calle de las Margaritas, 29",BERRUGUETE,110,3,Calle de las Margaritas 29,VILLAVERDE,1024,9,341,,866e6b6b-2b7a-41a6-9024-29e94d3d97a2,43f618be-f8e7-429c-af4d-fdd4c3f73c42,1e9a6536-4ef3-4650-b58f-8f2db58caedb,65cdf8b1-a6d4-45ca-9455-7648e406df70
"Piso en venta en calle de Fereluz, 15",VALDEACEDERAS,50,1,Calle de Fereluz 15,VILLAVERDE,964,19,964,,a9bde7c8-53eb-4055-b4b5-121ce4664cfb,a98aa85b-8108-4555-a8b3-8bf1d6a665cf,d02aba6f-660a-46b7-928d-ab76bb28b741,7d801012-e517-43d0-bc8b-c577941f703e
Piso en venta en Bellas Vistas,TETUAN,44,2,,VILLAVERDE,780,17,390,,315b63e2-5bc3-4281-bd82-30b5ba03004c,c47d20c0-d8d7-4c17-979f-278e56672e0f,c92b8ea7-4dec-4bcf-961a-abad18c253da,e9e26ce4-9b6c-47b2-b58c-e38a09d93ed2
Piso en venta en Cuzco-Castillejos,TETUAN,210,4,,VILLAVERDE,2510,11,627,,1516f8e0-6eb2-4fa3-b7a6-de0416c55218,b65f5466-86be-49e0-9535-8ecfc0455f29,3b908971-073c-4d6d-ab92-aaa01a1d27ef,3a67e8e7-cd61-491f-b863-f491df5e40aa
Piso en venta en Cuzco-Castillejos,TETUAN,290,7,,VILLAVERDE,2457,8,351,,8f6b8a47-83fa-45dd-8eab-10309bc66eeb,c3c573b8-b69a-4c8a-9897-553ae580c5c0,2de5560d-fde3-4cc3-b514-c9b766efa5b3,f3dea3d5-4954-48cd-b083-8cf29de9e7c8
Piso en venta en Cuzco-Castillejos,TETUAN,239,4,,VILLAVERDE,2457,10,614,,f379266e-9df4-487e-bd54-63c07ab48eed,1a4a831d-9ec5-417b-a380-8b1efb688412,248379e8-8077-4752-8a06-ebc1b9f983ad,c6da5114-9cb0-4373-af1a-0fff7ad9fb08
Piso en venta en Cuatro Caminos,TETUAN,247,4,,VILLAVERDE,2410,9,602,,2d1a0547-7ff2-4498-a04d-2b1bcb828831,7c4725b4-6e75-40ed-8460-be3e80056707,c48bf96a-b5e6-4f5b-905d-43de87310104,fa132819-5f7e-43ea-b5c7-f74eb03fd2d8
Piso en venta en Valdeacederas,TETUAN,119,3,,VILLAVERDE,1530,12,510,,ba1d0ce7-e6aa-4f0c-a37f-45cea4fd18e3,f4df492c-2cec-4a59-ae34-7221088eb9ed,43764659-51b1-4dca-8422-8efe8f42527a,9705646e-ee13-4868-838c-5d45f6f9a9f1
Piso en venta en Valdeacederas,TETUAN,95,2,,VILLAVERDE,1135,11,567,,1484081a-b4f3-45b7-9d34-766bd0df94c7,1d0992dc-f849-4f6f-b094-3475cbfa5d27,105533e0-c9e4-44ba-84d1-693a06810602,5eae4bc5-d5ac-4a0f-8061-f17ecf591c39
Dúplex en venta en Berruguete,TETUAN,82,1,,VILLAVERDE,1146,13,1146,,f7e5f92d-c342-40b1-99ca-89a2226ff033,0dbd3aee-6852-4ea7-97c3-786132748745,2edeeba6-0008-426c-9ba6-0621bdbc46a2,a6d2d235-3fa5-4d15-94bf-0a866066e163
Piso en venta en Cuatro Caminos,TETUAN,145,2,,VILLAVERDE,1897,13,948,,34ca6e0a-7642-48f0-827f-ad460e09f3f9,aebb5e89-eb41-4e56-84fa-f858a4425199,a2e20420-c86f-4748-b5c9-56a9bb84c757,860cc820-06bb-4959-a311-f61fbd0c102e
Piso en venta en Cuatro Caminos,TETUAN,70,2,,VILLAVERDE,1462,20,731,,79e2e799-dd2f-4097-b719-0d6431d9c948,9a265dee-a71d-43e7-be3e-3381e89738c6,c4b8f02d-9f8d-4b68-b4ad-56288440e4ce,ef48cdda-4c8a-4261-a186-2775f99b5ffe
Piso en venta en Berruguete,TETUAN,68,2,,VILLAVERDE,1161,17,580,,7bcfc6ea-1184-47d7-8229-f7c445a1ce06,2f9486d4-3844-4ab3-9552-ed6734faceed,5cdf4c51-9759-4c3f-a57e-227728fa8563,71fc7a2b-2484-4f5f-b73a-9931898c4080
Piso en venta en calle de Lope de Haro,BERRUGUETE,71,1,Calle de Lope de Haro,VILLAVERDE,964,13,964,,2689c1cc-db3e-48bb-b26e-d7faa9ccedbf,3295d847-669f-4400-8c21-c494afa97b67,ec6d68b2-714f-4e5b-ba25-519c7c1433af,c673958b-efbd-4d45-9fc5-6fe8c3f983f7
Piso en venta en Bellas Vistas,TETUAN,150,3,,VILLAVERDE,1428,9,476,,17f58d9b-1d20-4933-93a5-ea3241bc5740,d3e49574-83cc-4559-ba4b-a7b906cfa643,8b7c43d4-573e-472b-9723-8e4b545e6cf4,1b012ff0-61e2-440c-bff5-0f23088266ab
Piso en venta en calle de Montoya,VENTILLA-ALMENARA,130,2,Calle de Montoya,VILLAVERDE,884,6,442,,b931ae7d-0392-42d0-aa11-270ef34091d1,eda86ebf-0dc1-4e68-b36f-daffa19a7dce,5e3952a4-af15-48ed-8fb7-9b8e69b8718e,6c4e26bc-db0f-454c-815f-cead15cb644a
Piso en venta en avenida del Doctor Federico Rubio y Galí,BELLAS VISTAS,144,4,Avenida del Doctor Federico Rubio y Galí,VILLAVERDE,2081,14,520,,38860244-581c-4b8c-aaf2-f44b904144de,c904253b-723d-4d4f-9b08-2ab6044e28b3,e09f2d23-1867-48e0-9af0-eef606ddaeaf,d621d021-5a1d-4be5-bd12-ee0179ad7e54
"Piso en venta en plaza Manolete, 1",CUATRO CAMINOS,203,4,Plaza Manolete 1,VILLAVERDE,4391,21,1097,,f9994901-e9c4-496d-86a4-9889cca14095,e7e4151b-3ab9-49d0-8395-7c51744504e3,c2e23837-cc6f-43a0-b18c-4a1ef24cc5ff,d0630f24-02a3-475f-aed1-9ef27f7bf645
Piso en venta en Berruguete,TETUAN,34,1,,VILLAVERDE,557,16,557,,974121bf-4e6a-4ff3-9929-2e27849907d4,8415da8e-8d7c-4efc-99cd-129892d5f995,d84dbe82-f033-444c-8d91-6a2817b17213,3b73a061-61b4-42ec-9631-ac295e803e62
Piso en venta en calle de San Germán,CUATRO CAMINOS,155,4,Calle de San Germán,VILLAVERDE,2402,15,600,,f030e6f2-9d51-4e2c-80a9-324ba9cd0e96,0e753eec-9997-4e20-887b-a2f9c6af15ad,524c289c-601f-48d0-8324-2def76c2280d,aac6b0e7-7bad-4146-96e8-5958defd91e6
Piso en venta en calle de Lope de Haro,BERRUGUETE,65,2,Calle de Lope de Haro,VILLAVERDE,833,12,416,,373208e7-180c-4ab0-9782-12cde786198d,5f02999c-5abd-4a69-93bb-7bd138f4f310,e5b1fe96-db9a-45b3-b2e9-817d757bfe1c,14148d23-aebe-4f32-bf83-9318823e0152
Piso en venta en calle Lorenza Correa,BELLAS VISTAS,50,1,Calle Lorenza Correa,VILLAVERDE,732,14,732,,3d7e30c1-a81f-4bb8-900e-acb8a6565557,007440c8-099d-4c9f-896d-7927f5e13cb0,6100697b-ad87-46f4-804c-5f821e09f5a6,812fa0a8-534d-483e-ad15-9ce57e6cbf5b
Piso en venta en Cuatro Caminos,TETUAN,212,5,,VILLAVERDE,2265,10,453,E,c8da662a-2f60-408a-8be0-a58ea1dec1c2,16c2d5e5-31ce-4465-bb2d-0d9f2faaea05,46e338e1-ec70-4d93-b53d-18ee24248e49,55d7cc94-2606-4040-bc04-ba538096546d
Piso en venta en Valdeacederas,TETUAN,59,3,,VILLAVERDE,851,14,283,E,951d62c2-8f8f-4b5c-9a2b-3f20c9a26933,4d2de7c9-1edf-49f2-9a2a-44d7f415de63,57173915-5e76-4904-a3d6-eba0d443b263,c0969e6d-39d1-40c3-9a72-312b2cb66963
Piso en venta en calle Baracaldo,VALDEACEDERAS,85,3,Calle Baracaldo,VILLAVERDE,1003,11,334,,9ec04f1b-7875-4eaa-bad6-befdae51b253,cb0238d5-87b2-493f-9fdd-7079a6085b17,5a014d02-c3dd-480a-896a-9acf7e755863,fa8c1562-66c8-4b5d-aa3d-6b5933c86fc3
Piso en venta en Bravo Murillo,CUATRO CAMINOS,143,5,Bravo Murillo,VILLAVERDE,1483,10,296,C,5657c21a-6dea-490c-b489-b65488a5749e,d174a5fe-2195-4cb6-941d-a9ee0af66148,1b7aa446-9099-46aa-b5ad-9d3045297e9c,a94c6047-2982-43f9-864e-0e2e39f1bdf3
Dúplex en venta en calle Nenúfar,BERRUGUETE,75,2,Calle Nenúfar,VILLAVERDE,813,10,406,,4a8227d3-a297-4882-8de2-a823ecb7e622,00cdd7a6-a436-436f-bf07-cc575d3b4069,ca5e3c71-5128-4340-8bae-7fdd27b9785c,7a518d97-ea44-4d7f-93ad-7516cb30a2cc
Piso en venta en SAN RAIMUNDO,BELLAS VISTAS,55,1,SAN RAIMUNDO,VILLAVERDE,816,14,816,,8bcfa08a-fd2c-4e37-bb64-36fc4552e627,27c51b94-27f4-402b-933b-709a8d848ea5,d9416b0c-5e93-4b7c-8e6d-cb43f8262a0b,718a722b-2f17-46c3-bcc3-267a1a1b8bbd
